21, -0.389482, 1.18876, 0.155098, -1.37482, -1.91252, -1.66239, -2.55271, 8.87089, 0.394628, -3.10949, 0.394628, 8.75735, 0.610678, -3.10949, 0.610678, 12.542, 0.144044, 0.786934, -0.109852, 0.112365, 0.793343, -0.0529643, 0.55, 0.1, 0.16499, 0.542225, 0.412313, 0.165
22, -0.390935, 1.19167, 0.154729, -1.37085, -1.91408, -1.66412, -2.55182, 8.87742, 0.391792, -3.11388, 0.391792, 8.75853, 0.618635, -3.11388, 0.618635, 12.5424, 0.151851, 0.785093, -0.123754, 0.119292, 0.785349, -0.0658192, 0.55, 0.1, 0.165, 0.540522, 0.403619, 0.164997
23, -0.392734, 1.23199, 0.181323, -1.26953, -1.92105, -1.66582, -2.48546, 9.33362, 0.373598, -3.4209, 0.373598, 8.75854, 0.648055, -3.4209, 0.648055, 12.3348, 0.158704, 0.769919, -0.0791585, 0.122851, 0.778013, -0.0267129, 0.575, 0.1, 0.165, 0.56841, 0.388711, 0.164997
24, -0.359586, 1.23, 0.148589, -1.2699, -1.88775, -1.67559, -2.49225, 9.24637, 0.287556, -3.41684, 0.287556, 8.81539, 0.654992, -3.41684, 0.654992, 12.3604, 0.154264, 0.773145, -0.0868058, 0.115537, 0.734203, -0.031073, 0.575, 0.1, 0.165, 0.568147, 0.406422, 0.164995
25, -0.360484, 1.22608, 0.13456, -1.2717, -1.88381, -1.68763, -2.49426, 9.2261, 0.231268, -3.40781, 0.231268, 8.83266, 0.711212, -3.40781, 0.711212, 12.3548, 0.159459, 0.767113, -0.105038, 0.12381, 0.77382, -0.050627, 0.575, 0.1, 0.165, 0.567647, 0.38963, 0.165
26, -0.34593, 1.28043, 0.156043, -1.14879, -1.87973, -1.68809, -2.42156, 9.85892, 0.185644, -3.84056, 0.185644, 8.86202, 0.72801, -3.84056, 0.72801, 12.2279, 0.171504, 0.746174, -0.0637212, 0.124344, 0.745583, -0.0152449, 0.6, 0.1, 0.165, 0.590407, 0.371652, 0.164996
27, -0.327428, 1.27381, 0.122133, -1.15465, -1.85304, -1.7033, -2.42843, 9.76327, 0.0712425, -3.81548, 0.0712425, 8.91502, 0.777393, -3.81548, 0.777393, 12.2338, 0.166321, 0.753346, -0.080391, 0.126988, 0.721825, -0.026413, 0.6, 0.1, 0.165, 0.590216, 0.379071, 0.164996
28, -0.323142, 1.27858, 0.116667, -1.14731, -1.84849, -1.70724, -2.42696, 9.77847, 0.047164, -3.83819, 0.047164, 8.92922, 0.788095, -3.83819, 0.788095, 12.2464, 0.174627, 0.749377, -0.0856588, 0.132344, 0.703752, -0.0361756, 0.6, 0.1, 0.165, 0.586755, 0.364727, 0.164997
29, -0.30935, 1.32674, 0.122067, -1.02611, -1.83625, -1.71698, -2.35368, 10.6447, -0.113662, -4.38964, -0.113662, 8.99245, 0.884547, -4.38964, 0.884547, 12.1778, 0.181988, 0.73492, -0.0585226, 0.131656, 0.734442, -0.0128428, 0.625, 0.1, 0.165, 0.612412, 0.363841, 0.164997
30, -0.297514, 1.32346, 0.0923876, -1.02802, -1.81334, -1.73184, -2.35756, 10.5682, -0.235274, -4.37212, -0.235274, 9.04865, 0.940127, -4.37212, 0.940127, 12.1799, 0.188607, 0.747015, -0.072496, 0.133599, 0.735781, -0.0257576, 0.625, 0.1, 0.16499, 0.612682, 0.353362, 0.165
31, -0.296172, 1.32931, 0.0868444, -1.01745, -1.81032, -1.73799, -2.354, 10.6272, -0.280094, -4.42034, -0.280094, 9.06965, 0.969367, -4.42034, 0.969367, 12.1966, 0.1964, 0.734473, -0.0771246, 0.143697, 0.728858, -0.0300174, 0.625, 0.1, 0.165, 0.613065, 0.347655, 0.164996
32, -0.279622, 1.38541, 0.0821312, -0.880092, -1.78723, -1.75105, -2.27314, 12.0835, -0.625559, -5.27867, -0.625559, 9.19427, 1.15268, -5.27867, 1.15268, 12.2537, 0.202892, 0.720657, -0.0441187, 0.143078, 0.717211, -0.00343364, 0.65, 0.1, 0.16499, 0.637017, 0.333927, 0.165
33, -0.264876, 1.38603, 0.0482745, -0.876518, -1.75754, -1.76613, -2.27386, 12.0481, -0.792032, -5.29416, -0.792032, 9.27466, 1.2092, -5.29416, 1.2092, 12.2663, 0.204066, 0.7255, -0.0517785, 0.142498, 0.716277, -0.0105439, 0.65, 0.1, 0.165, 0.637336, 0.331662, 0.164995
34, -0.254216, 1.39311, 0.0449768, -0.864319, -1.74948, -1.76334, -2.2684, 12.2014, -0.809436, -5.39688, -0.809436, 9.27931, 1.18983, -5.39688, 1.18983, 12.3022, 0.171046, 0.706706, -0.0250722, 0.105888, 0.665211, 0.0124808, 0.65, 0.1, 0.16499, 0.636691, 0.324308, 0.164997
35, -0.237226, 1.4774, 0.0157614, -0.669739, -1.70176, -1.79037, -2.15897, 16.1994, -1.93216, -7.48077, -1.93216, 9.64335, 1.72221, -7.48077, 1.72221, 12.7758, 0.183099, 0.683111, 0.00913197, 0.108995, 0.664438, 0.0357036, 0.675, 0.1, 0.165, 0.662202, 0.296438, 0.164996
36, -0.208057, 1.50767, -0.0449225, -0.612012, -1.63707, -1.80953, -2.13223, 18.0683, -2.71106, -8.44563, -2.71106, 9.90944, 1.97681, -8.44563, 1.97681, 13.1135, 0.111497, 0.587987, 0.0486236, 0.0441846, 0.55023, 0.0679785, 0.675, 0.1, 0.165, 0.662701, 0.266685, 0.164996
37, -0.213726, 1.48664, -0.029208, -0.650014, -1.65531, -1.80183, -2.14921, 16.7518, -2.28857, -7.77479, -2.28857, 9.77546, 1.79989, -7.77479, 1.79989, 12.8648, 0.126944, 0.648421, 0.0301664, 0.0524293, 0.605745, 0.0506569, 0.675, 0.1, 0.16499, 0.661979, 0.288279, 0.164996
38, -0.191886, 1.65794, -0.140364, -0.271759, -1.50071, -1.82593, -1.93567, 71.9663, -16.1499, -27.7692, -16.1499, 13.2398, 6.48414, -27.7692, 6.48414, 18.6515, 0.0842586, 0.511167, 0.107069, 0.0208051, 0.439182, 0.0964102, 0.7, 0.1, 0.165, 0.688916, 0.250694, 0.164996
39, -0.188348, 1.67993, -0.21154, -0.215873, -1.42569, -1.83491, -1.89933, 112.767, -26.8203, -39.5887, -26.8203, 15.9417, 9.42866, -39.5887, 9.42866, 21.6681, 0.0444103, 0.433089, 0.0757608, 0.00326324, 0.419736, 0.0621206, 0.7, 0.1, 0.165, 0.689587, 0.232508, 0.164996
40, -0.179399, 1.63934, -0.218394, -0.327308, -1.42817, -1.84125, -1.97006, 50.2018, -12.2006, -20.7068, -12.2006, 12.5715, 5.1996, -20.7068, 5.1996, 16.7512, 0.157185, 0.573556, 0.0911409, 0.102863, 0.5477, 0.0975349, 0.7, 0.1, 0.165, 0.688573, 0.253049, 0.164996
