1, -0.660548, 1.05014, 0.304351, -1.87049, -2.11517, -1.48574, -2.81425, 8.16453, 1.17667, -1.97633, 1.17667, 8.41636, -0.101266, -1.97633, -0.101266, 14.4808, 0.0782715, 0.876597, -0.116103, 0.0606261, 0.886811, -0.0405024, 0.4, 0.1, 0.165, 0.398323, 0.503046, 0.164995
2, -0.631306, 1.04554, 0.266561, -1.86606, -2.09717, -1.51199, -2.82736, 8.08447, 1.09968, -1.93869, 1.09968, 8.45101, 0.0189589, -1.93869, 0.0189589, 14.4952, 0.0804657, 0.869128, -0.120214, 0.0628004, 0.880251, -0.0458329, 0.4, 0.1, 0.165, 0.396795, 0.493985, 0.165
3, -0.621587, 1.04242, 0.256431, -1.86753, -2.09024, -1.51807, -2.83145, 8.05845, 1.07881, -1.92872, 1.07881, 8.46555, 0.0462797, -1.92872, 0.0462797, 14.5124, 0.0766351, 0.868119, -0.117817, 0.0595541, 0.877748, -0.0431054, 0.4, 0.1, 0.165, 0.398638, 0.490643, 0.164994
4, -0.613782, 1.04498, 0.257089, -1.86865, -2.08323, -1.51418, -2.8349, 8.03387, 1.08444, -1.90898, 1.08444, 8.4841, 0.0116953, -1.90898, 0.0116953, 14.5298, 0.0766898, 0.86894, -0.112736, 0.0575307, 0.875777, -0.0383094, 0.4, 0.1, 0.16499, 0.398481, 0.500249, 0.164996
5, -0.585676, 1.05418, 0.257372, -1.80315, -2.06272, -1.5292, -2.78587, 8.13231, 1.00207, -2.13221, 1.00207, 8.49402, 0.127598, -2.13221, 0.127598, 14.0917, 0.0745851, 0.868841, -0.139286, 0.0583861, 0.838501, -0.0657047, 0.425, 0.1, 0.165, 0.423505, 0.506524, 0.164996
6, -0.58357, 1.06206, 0.248137, -1.79488, -2.06348, -1.53916, -2.78953, 8.11682, 0.989973, -2.10609, 0.989973, 8.49724, 0.152664, -2.10609, 0.152664, 14.0746, 0.0879153, 0.853515, -0.114446, 0.0647775, 0.863614, -0.0303503, 0.425, 0.1, 0.165, 0.41976, 0.481136, 0.164995
7, -0.575566, 1.06179, 0.246518, -1.79697, -2.05637, -1.53697, -2.79243, 8.09492, 0.988565, -2.09595, 0.988565, 8.51221, 0.135263, -2.09595, 0.135263, 14.0918, 0.083451, 0.859204, -0.107469, 0.0648283, 0.868341, -0.037221, 0.425, 0.1, 0.16499, 0.419261, 0.497566, 0.164995
8, -0.546413, 1.07334, 0.243594, -1.72836, -2.03569, -1.55237, -2.74291, 8.21483, 0.902687, -2.30717, 0.902687, 8.52836, 0.235364, -2.30717, 0.235364, 13.6944, 0.082727, 0.857258, -0.148606, 0.0641958, 0.871535, -0.0777992, 0.45, 0.1, 0.16499, 0.450903, 0.492055, 0.164996
9, -0.541836, 1.08291, 0.234246, -1.71909, -2.03373, -1.56225, -2.74718, 8.19053, 0.890341, -2.28012, 0.890341, 8.53889, 0.251427, -2.28012, 0.251427, 13.6876, 0.0966671, 0.842334, -0.111887, 0.0766032, 0.851824, -0.0449571, 0.45, 0.1, 0.16499, 0.448117, 0.461098, 0.165
10, -0.534842, 1.07822, 0.230699, -1.72469, -2.02669, -1.56183, -2.75002, 8.172, 0.881461, -2.2774, 0.881461, 8.54999, 0.248598, -2.2774, 0.248598, 13.7094, 0.0959147, 0.843285, -0.109809, 0.075144, 0.852451, -0.0425689, 0.45, 0.1, 0.16499, 0.449106, 0.478831, 0.164996
11, -0.511857, 1.09469, 0.229991, -1.65058, -2.01132, -1.5757, -2.69771, 8.33303, 0.803605, -2.4857, 0.803605, 8.56194, 0.332082, -2.4857, 0.332082, 13.3391, 0.0984877, 0.844936, -0.156236, 0.0783534, 0.858773, -0.0883612, 0.475, 0.1, 0.165, 0.47187, 0.4856, 0.164996
12, -0.506409, 1.10375, 0.217249, -1.63996, -2.00817, -1.58861, -2.70139, 8.30777, 0.779331, -2.46633, 0.779331, 8.57589, 0.36368, -2.46633, 0.36368, 13.3361, 0.110962, 0.828675, -0.119593, 0.0890765, 0.836847, -0.0548301, 0.475, 0.1, 0.16499, 0.471266, 0.457219, 0.165
13, -0.504092, 1.10223, 0.216946, -1.64223, -2.00572, -1.58781, -2.7023, 8.3014, 0.778748, -2.46509, 0.778748, 8.57924, 0.357665, -2.46509, 0.357665, 13.3427, 0.111407, 0.829619, -0.119323, 0.0896539, 0.838461, -0.0547857, 0.475, 0.1, 0.165, 0.476641, 0.453998, 0.164995
14, -0.480146, 1.11662, 0.209183, -1.56822, -1.98812, -1.60564, -2.65017, 8.48781, 0.679318, -2.67544, 0.679318, 8.60129, 0.454152, -2.67544, 0.454152, 13.0166, 0.112481, 0.829638, -0.160557, 0.0911914, 0.843456, -0.095513, 0.5, 0.1, 0.16499, 0.496945, 0.457195, 0.165
15, -0.470037, 1.12815, 0.199274, -1.55702, -1.9804, -1.61332, -2.65415, 8.45307, 0.664724, -2.65821, 0.664724, 8.62306, 0.456797, -2.65821, 0.456797, 13.0288, 0.126158, 0.816071, -0.133293, 0.10214, 0.821401, -0.0697986, 0.5, 0.1, 0.16499, 0.496392, 0.434461, 0.165
16, -0.456518, 1.12667, 0.197194, -1.56163, -1.96877, -1.60928, -2.65777, 8.41958, 0.665406, -2.64926, 0.665406, 8.64023, 0.42083, -2.64926, 0.42083, 13.0494, 0.116064, 0.817042, -0.103526, 0.089103, 0.78325, -0.0403675, 0.5, 0.1, 0.165, 0.501644, 0.449552, 0.164994
17, -0.43195, 1.14909, 0.191318, -1.4803, -1.95089, -1.62246, -2.60426, 8.64208, 0.577345, -2.86665, 0.577345, 8.66842, 0.488706, -2.86665, 0.488706, 12.7643, 0.118232, 0.816518, -0.150263, 0.0975462, 0.784622, -0.0848087, 0.525, 0.1, 0.165, 0.520835, 0.456832, 0.164996
18, -0.421649, 1.15646, 0.17812, -1.47119, -1.94108, -1.63392, -2.60701, 8.61272, 0.544057, -2.8622, 0.544057, 8.69254, 0.507503, -2.8622, 0.507503, 12.7765, 0.126656, 0.799793, -0.0977023, 0.0989064, 0.766538, -0.0367783, 0.525, 0.1, 0.165, 0.518655, 0.435011, 0.164998
19, -0.420732, 1.15909, 0.172755, -1.46617, -1.94042, -1.63972, -2.60657, 8.61258, 0.526745, -2.86554, 0.526745, 8.69899, 0.528633, -2.86554, 0.528633, 12.7729, 0.131745, 0.79862, -0.11139, 0.103321, 0.80534, -0.0523606, 0.525, 0.1, 0.165, 0.520127, 0.429703, 0.165
20, -0.400901, 1.1802, 0.16626, -1.38526, -1.92383, -1.65293, -2.55144, 8.89291, 0.424927, -3.10321, 0.424927, 8.73144, 0.604202, -3.10321, 0.604202, 12.5247, 0.138372, 0.799033, -0.160176, 0.113797, 0.807263, -0.0989108, 0.55, 0.1, 0.165, 0.545022, 0.435471, 0.164994
