pre_hit_joints  ,-0.487661, 0.93549, 0.229016, -1.96685, -1.95653, -1.45583, -2.85047
post_hit_joints ,-0.469848, 0.963823, 0.253038, -1.97341, -1.93204, -1.42408, -2.87622
pre_hit_ee      ,0.403265, -0.0385417, 0.194396, -0.508409, -0.507965, -0.496467, 0.48684, -0.0260989, 0.886742, -0.50808, 0.37022, -0.0468582, 0.0870683
post_hit_ee     ,0.401986, -0.021165, 0.185122, -0.505824, -0.506516, -0.498449, 0.489012, -0.0808556, 0.936635, -0.481136, 0.44736, -0.0500366, 0.0662172
pre_hit_object  ,0.4, 0.15, 0.165
end_object      ,0.395732, 0.6052, 0.164996


trial_no.       ,29
box_properties  ,0.26, 0.26, 0.23, 0, 0, 0, 0.363, 0.1, 0.1
pre_hit_joints  ,-0.504621, 0.999324, 0.264903, -1.90691, -1.95329, -1.43473, -2.84104
post_hit_joints ,-0.485769, 1.02704, 0.284788, -1.89927, -1.93408, -1.41213, -2.85382
pre_hit_ee      ,0.416711, -0.0475928, 0.184293, -0.509987, -0.500634, -0.504956, 0.484044, 0.235017, 0.76953, -0.502793, 0.424426, -0.0269772, 0.133271
post_hit_ee     ,0.423092, -0.0210143, 0.168769, -0.504886, -0.498143, -0.507857, 0.488901, 0.131414, 0.808546, -0.403779, 0.474519, -0.0181148, 0.135561
pre_hit_object  ,0.425, 0.15, 0.16499
end_object      ,0.430782, 0.611393, 0.165


trial_no.       ,30
box_properties  ,0.26, 0.26, 0.23, 0, 0, 0, 0.363, 0.1, 0.1
pre_hit_joints  ,-0.476789, 1.02316, 0.252473, -1.82879, -1.94108, -1.45868, -2.79539
post_hit_joints ,-0.457873, 1.04814, 0.270589, -1.82016, -1.92376, -1.43892, -2.80535
pre_hit_ee      ,0.443307, -0.0469622, 0.179348, -0.50878, -0.499293, -0.506025, 0.485581, 0.269499, 0.74864, -0.494893, 0.438554, -0.0249281, 0.158086
post_hit_ee     ,0.448845, -0.027039, 0.167968, -0.504667, -0.497454, -0.50812, 0.489555, 0.130726, 0.788993, -0.357967, 0.49851, -0.0137932, 0.168737
pre_hit_object  ,0.45, 0.15, 0.16499
end_object      ,0.455044, 0.612594, 0.165


trial_no.       ,31
box_properties  ,0.26, 0.26, 0.23, 0, 0, 0, 0.363, 0.1, 0.1
pre_hit_joints  ,-0.436358, 1.05981, 0.242036, -1.73971, -1.91858, -1.47695, -2.75069
post_hit_joints ,-0.417654, 1.08062, 0.258392, -1.73113, -1.90304, -1.46045, -2.75769
pre_hit_ee      ,0.472504, -0.0418739, 0.17216, -0.506829, -0.497913, -0.507112, 0.487898, 0.281663, 0.732303, -0.44101, 0.452952, -0.0193514, 0.187018
post_hit_ee     ,0.47616, -0.030628, 0.166188, -0.504397, -0.496933, -0.508197, 0.490284, 0.121495, 0.743944, -0.295938, 0.515564, -0.00683503, 0.2191
pre_hit_object  ,0.475, 0.15, 0.16499
end_object      ,0.478676, 0.611585, 0.164996


trial_no.       ,32
box_properties  ,0.26, 0.26, 0.23, 0, 0, 0, 0.363, 0.1, 0.1
pre_hit_joints  ,-0.401676, 1.09695, 0.233195, -1.64642, -1.90079, -1.49387, -2.70111
post_hit_joints ,-0.383328, 1.11601, 0.248374, -1.63649, -1.88737, -1.47997, -2.70565
pre_hit_ee      ,0.500554, -0.0408034, 0.168092, -0.506028, -0.497228, -0.507524, 0.488999, 0.282696, 0.725879, -0.393785, 0.475564, -0.014012, 0.223218
post_hit_ee     ,0.507459, -0.0164174, 0.157172, -0.499931, -0.495063, -0.509759, 0.495103, 0.148067, 0.736932, -0.279366, 0.522401, -0.00191786, 0.25556
pre_hit_object  ,0.5, 0.15, 0.16499
end_object      ,0.50407, 0.60731, 0.164995


trial_no.       ,33
box_properties  ,0.26, 0.26, 0.23, 0, 0, 0, 0.363, 0.1, 0.1
pre_hit_joints  ,-0.374494, 1.12414, 0.217625, -1.56004, -1.88569, -1.51824, -2.65006
post_hit_joints ,-0.356908, 1.1425, 0.233204, -1.547, -1.87469, -1.50513, -2.6508
pre_hit_ee      ,0.527546, -0.0394703, 0.16541, -0.504571, -0.496154, -0.508351, 0.490732, 0.315509, 0.707225, -0.358617, 0.487786, -0.00939714, 0.264942
post_hit_ee     ,0.532172, -0.0271411, 0.159952, -0.50132, -0.49519, -0.509333, 0.494008, 0.195897, 0.723314, -0.25336, 0.506163, 0.000475466, 0.286766
pre_hit_object  ,0.525, 0.15, 0.16499
end_object      ,0.528993, 0.603294, 0.164997


trial_no.       ,34
box_properties  ,0.26, 0.26, 0.23, 0, 0, 0, 0.363, 0.1, 0.1
pre_hit_joints  ,-0.351962, 1.14944, 0.198841, -1.47422, -1.87063, -1.54384, -2.59786
post_hit_joints ,-0.334522, 1.16932, 0.214772, -1.45345, -1.86188, -1.53157, -2.59264
pre_hit_ee      ,0.551459, -0.0437277, 0.16616, -0.50475, -0.495223, -0.508938, 0.49088, 0.42209, 0.683438, -0.339351, 0.450682, -0.0135083, 0.274244
post_hit_ee     ,0.557663, -0.0325638, 0.161276, -0.501783, -0.494546, -0.509676, 0.493831, 0.295925, 0.726259, -0.2374, 0.484882, -0.0067664, 0.308862
pre_hit_object  ,0.55, 0.15, 0.16499
end_object      ,0.553077, 0.603938, 0.164995


trial_no.       ,35
box_properties  ,0.26, 0.26, 0.23, 0, 0, 0, 0.363, 0.1, 0.1
pre_hit_joints  ,-0.327115, 1.1917, 0.194285, -1.37826, -1.85438, -1.55521, -2.54764
post_hit_joints ,-0.309354, 1.21373, 0.209722, -1.34755, -1.84803, -1.54598, -2.53539
pre_hit_ee      ,0.574934, -0.0432986, 0.1629, -0.5047, -0.493565, -0.510413, 0.491072, 0.490788, 0.664171, -0.306508, 0.466409, -0.017951, 0.315853
post_hit_ee     ,0.582668, -0.0326111, 0.158209, -0.501503, -0.493024, -0.511053, 0.494214, 0.412994, 0.700351, -0.202801, 0.484824, -0.0105665, 0.366909
pre_hit_object  ,0.575, 0.15, 0.16499
end_object      ,0.578119, 0.59713, 0.164995


trial_no.       ,36
box_properties  ,0.26, 0.26, 0.23, 0, 0, 0, 0.363, 0.1, 0.1
pre_hit_joints  ,-0.305803, 1.22886, 0.180961, -1.28921, -1.8372, -1.57212, -2.50087
post_hit_joints ,-0.287627, 1.25332, 0.19622, -1.25228, -1.83164, -1.56389, -2.48535
pre_hit_ee      ,0.596619, -0.0457689, 0.160811, -0.504955, -0.492164, -0.511479, 0.491105, 0.478039, 0.679067, -0.317093, 0.467089, -0.0254329, 0.291603
post_hit_ee     ,0.61194, -0.023905, 0.152163, -0.498404, -0.491097, -0.512788, 0.497459, 0.477856, 0.690504, -0.217444, 0.493155, -0.0192835, 0.375589
pre_hit_object  ,0.6, 0.15, 0.16499
end_object      ,0.603042, 0.584678, 0.165


trial_no.       ,37
