2.5, 0.1, 6.9533e-310, 6.93996e-310, 6.9533e-310, 0.515746, 0.523145, 0.155339, 0.515746, 0.523145, 0.155339, 1.97626e-323, 6.93996e-310, 6.93996e-310, 8.39912e-323, 6.93996e-310, 2.33554e-316, 0, 0, 1.76533e-19, 3.40798e+160, 1.4889e+195, 1.69084e-307, 0, 
2.5, 0.1, 6.9533e-310, 6.93996e-310, 6.9533e-310, 0.515746, 0.523145, 0.155339, 0.515494, 0.523226, 0.155596, 1.97626e-323, 6.93996e-310, 6.93996e-310, 8.39912e-323, 6.93996e-310, 2.33554e-316, 0, 0, 1.76533e-19, 3.40798e+160, 1.4889e+195, 1.69084e-307, 0, 
2.5, 0.1, 6.9533e-310, 6.93996e-310, 6.9533e-310, 0.515746, 0.523145, 0.155339, 0.515406, 0.523292, 0.155551, 1.97626e-323, 6.93996e-310, 6.93996e-310, 8.39912e-323, 6.93996e-310, 2.33554e-316, 0, 0, 1.76533e-19, 3.40798e+160, 1.4889e+195, 1.69084e-307, 0, 
2.5, 0.1, 6.9533e-310, 6.93996e-310, 6.9533e-310, 0.515746, 0.523145, 0.155339, 0.515404, 0.523301, 0.155556, 1.97626e-323, 6.93996e-310, 6.93996e-310, 8.39912e-323, 6.93996e-310, 2.33554e-316, 0, 0, 1.76533e-19, 3.40798e+160, 1.4889e+195, 1.69084e-307, 0, 
2.5, 0.1, 6.9533e-310, 6.93996e-310, 6.9533e-310, 0.515746, 0.523145, 0.155339, 0.515482, 0.523242, 0.15559, 1.97626e-323, 6.93996e-310, 6.93996e-310, 8.39912e-323, 6.93996e-310, 2.33554e-316, 0, 0, 1.76533e-19, 3.40798e+160, 1.4889e+195, 1.69084e-307, 0, 
2.5, 0.1, 6.9533e-310, 6.93996e-310, 6.9533e-310, 0.515746, 0.523145, 0.155339, 0.515529, 0.523244, 0.155578, 1.97626e-323, 6.93996e-310, 6.93996e-310, 8.39912e-323, 6.93996e-310, 2.33554e-316, 0, 0, 1.76533e-19, 3.40798e+160, 1.4889e+195, 1.69084e-307, 0, 
2.5, 0.1, 6.9533e-310, 6.93996e-310, 6.9533e-310, 0.515746, 0.523145, 0.155339, 0.515547, 0.523399, 0.155551, 1.97626e-323, 6.93996e-310, 6.93996e-310, 8.39912e-323, 6.93996e-310, 2.33554e-316, 0, 0, 1.76533e-19, 3.40798e+160, 1.4889e+195, 1.69084e-307, 0, 
2.5, 0.1, 6.9533e-310, 6.93996e-310, 6.9533e-310, 0.515746, 0.523145, 0.155339, 0.515604, 0.523557, 0.155736, 1.97626e-323, 6.93996e-310, 6.93996e-310, 8.39912e-323, 6.93996e-310, 2.33554e-316, 0, 0, 1.76533e-19, 3.40798e+160, 1.4889e+195, 1.69084e-307, 0, 
2.5, 0.1, 6.9533e-310, 6.93996e-310, 6.9533e-310, 0.515746, 0.523145, 0.155339, 0.51554, 0.523461, 0.155582, 1.97626e-323, 6.93996e-310, 6.93996e-310, 8.39912e-323, 6.93996e-310, 2.33554e-316, 0, 0, 1.76533e-19, 3.40798e+160, 1.4889e+195, 1.69084e-307, 0, 
2.5, 0.1, 6.9533e-310, 6.93996e-310, 6.9533e-310, 0.515746, 0.523145, 0.155339, 0.515574, 0.52329, 0.155605, 1.97626e-323, 6.93996e-310, 6.93996e-310, 8.39912e-323, 6.93996e-310, 2.33554e-316, 0, 0, 1.76533e-19, 3.40798e+160, 1.4889e+195, 1.69084e-307, 0, 
